descriptions,id,key,owner,param_names,properties
{'desc': 'Adds $amount $pluralize_shots to the $(formation_ability_name ability_id) ability'},132,damage_random_enemy_add_shots,,"amount,int ability_id",[]
{'desc': 'Reduces the speed of $target by $amount%'},133,monster_speed_reduce,area,,{'negative': True}
{'desc': 'Reduces the health of $target by $amount%'},134,monster_health_reduce,area,,{'negative': True}
{'desc': '$effect_random_monster_desc'},135,effect_to_random_monsters,,int count,[]
"{'desc': ""$(transfer)% of $target's damage transfered and buffed at $buff%""}",136,transfer_dps,,"buff,transfer","{'bonus_keys': ['buff'], 'negative': True}"
"{'desc': ""$target gains $transfer% of $(hero_name id)'s damage, with a $buff% bonus""}",137,receive_transfered_dps,,"buff,transfer,id","{'amount_func': 'target_hero_dps_transfered', 'manual_bonus_calc': True, 'bonus_keys': ['buff']}"
"{'desc': 'Increases global damage by $(eiralon_buff amount)%, at the expense of $(eiralon_buff health)% damage to $source_hero every $(time_str time)'}",138,health_for_global_dps_multiplier_mult,global,"amount,health,time",{'amount_func': 'with_eiralon_buff'}
"{'desc': 'Increases damage of $target by $(eiralon_buff amount)%, at the expense of $(eiralon_buff health)% damage to $source_hero every $(time_str time)'}",139,health_for_hero_dps_multiplier_mult,,"amount,health,time",{'amount_func': 'with_eiralon_buff'}
"{'desc': ""Increases both the damage boost and the health cost of Eiralon's Sacrifice and Ritual abilities by amount%""}",140,buff_eiralon_blood_magic_health_and_dps,,,[]
{'desc': 'Increases all Gold found by $amount% for each Enemy attacking $(hero_name id)'},141,attacking_monsters_gold_multiplier_mult,global,"amount,int id","{'bonus_display': True, 'amount_func': 'attacking_monsters'}"
"{'desc': ""Unlocks $target's $(attack_name attack_id) Ultimate Attack""}",170,set_ultimate_attack,hero,int attack_id,[]
"{'desc': ""Buffs $target's Ultimate Attack Damage by $amount%""}",171,buff_ultimate,hero,,[]
"{'desc': 'Increases damage of $target by $amount%, plus $(bonus_mult)x the bonus amount of $(upgrade_name id)'}",143,hero_dps_multiplier_mult_plus_upgrade_bonus,,"amount,int id,bonus_mult","{'bonus_display': True, 'amount_func': 'plus_upgrade_bonus'}"
"{'note': 'upgrade_id only for description', 'desc': '$(upgrade_name upgrade_id) affects $amount more Enemies'}",144,effect_to_random_monsters_add_count,,"amount,int upgrade_id",[]
{'desc': 'Increases the damage of $(hero_name id) by $(amount)% for each of the other $(describe_tags tag) $(targets_desc_plural targets)'},145,other_targets_with_tag_hero_dps_mult,hero,"amount,str targets,str tag,int id","{'bonus_display': True, 'amount_func': 'per_tagged_crusader', 'exclude_self_tags': True, 'has_target_description': False}"
{'desc': 'Heals $target for $amount every second if their Health is less than $limit%'},177,heal_if_damaged_below,,"amount,limit",[]
{'desc': 'Randomly swaps a Champion $(targets_desc target1) with a Champion $(targets_desc target2)'},147,swap_two_crusaders,,"str target1,str target2",[]
"{'desc': ""$source_hero also has $(target)'s formation abilities, at a $amount% rate""}",148,duplicate_target_formation_abilities,,,[]
"{'desc': 'When an enemy dies, it has a $buffed_explosion_chance% chance of exploding, damaging nearby enemies for $buffed_explosion_damage% of their health.'}",149,chance_monster_death_explodes,area,"chance,radius,damage",[]
{'desc': 'Increases the chance of an enemy exploding by $amount% for each enemy on the screen (max $max% additional chance)'},150,monster_explodes_chance_increase_per_enemy,area,"amount,max",{'amount_func': 'monsters_on_screen_max'}
{'desc': 'Increases the damage of exploding enemies by $amount%'},151,monster_explodes_damage_increase,area,,[]
{'desc': 'Grants up to $(amount) temporary hit-points every $cooldown seconds to $target when $target is damaged'},152,grant_temporary_hp,,"amount,cooldown",[]
{'desc': '$(describe_tags tag) Enemies take $amount% more damage'},153,monster_with_tag_more_damage,area,"amount,str tag","{'amount_func': 'if_monster_has_tag', 'off_when_benched': True}"
"{'desc': ""All Enemies take $amount% of $source's damage, and are Stunned for $time seconds""}",154,damage_and_stun,area,"amount,time,str visual,int visual_graphic,int stun_graphic",[]
"{'desc': ""$source's attacks Richochet $(count_times)to a nearby enemy, doing $amount% of the original attack damage.""}",155,attacks_ricochet,,"amount,int count,int graphic,speed",[]
{'desc': '$target takes $amount damage per second'},156,damage_over_time,area,,[]
"{'desc': ""When $target attacks an Enemy, they will take $amount% of $target's damage over $time seconds""}",157,add_damage_over_time,,"amount,time,int graphic_id",[]
"{'desc': 'When $source lands the killing blow on an Enemy, they drop $amount% more Gold'}",158,owner_killing_blow_gold_bonus,area,,[]
"{'desc': ""When $source's attacks land, they frighten the targeted Enemy for $amount seconds""}",159,attack_landed_frightens_enemy,,"amount,int stun_graphic_id",[]
"{'desc': 'Increases the damage of all Champions by $amount%, minus $reduce% for each $(targets_desc targets)'}",160,global_dps_multiplier_mult_minus_targets,global,"amount,reduce,str targets","{'bonus_display': True, 'amount_func': 'minus_targets', 'formation_effect': True}"
{'desc': 'All Enemies are pushed away from the Formation'},166,enemies_pushback,area,"amount,int graphic",[]
"{'bonus': '$amount% for each other $(describe_tags tag) Champion in the formation', 'desc': 'Additively increases the effect of $(upgrade_name id) by $amount% for each other $(describe_tags tag) Champion in the formation (this can trigger for Champions already counted by $(upgrade_name id))'}",162,buff_upgrade_by_tag_additive,upgrade,"amount,int id,str targets,str tag","{'bonus_display': True, 'amount_func': 'per_tagged_crusader', 'exclude_self_tags': True, 'has_target_description': False}"
{'desc': 'Increases the effect of $(upgrade_name id) by $amount% per $(targets_desc target)'},163,buff_upgrade_per_target_crusader,upgrade,"amount,int id,str target","{'bonus_display': True, 'amount_func': 'per_target_crusader'}"
{'desc': 'Increases the duration of effects from $(upgrade_name id) by $amount%'},164,buff_upgrade_duration,upgrade,"amount,int id",[]
"{'desc': ""Increases the speed of $target's Base Attack timer by $amount%""}",181,base_attack_speed_mult,,,[]
"{'desc': ""Decreases $target's Ultimate Attack cooldown by $amount%""}",182,ult_attack_speed_mult,,,[]
{'desc': 'Increases the damage done to $target by $amount% when attacked by the $(attack_names_or attack_ids)'},202,increase_monster_damage_if_from_attacks,area,"amount,[int] attack_ids",[]
"{'desc': ""Decreases the speed of $target's Base Attack timer by $amount%""}",183,base_attack_speed_decrease,,,{'negative': True}
"{'desc': ""Decreases the speed of $target's Ultimate Attack timer by $amount%""}",184,ult_attack_speed_decrease,,,{'negative': True}
{'desc': 'NOT USED'},185,global_health_mult,global,,[]
"{'desc': ""Causes your clicks to do at least $amount% of a monster's max health""}",186,click_damage_percent_max_health,global,,[]
{'desc': 'Increases your chance to get a chest from boss kills by $amount% (NYI)'},187,chest_chance,global,,[]
"{'desc': 'Grants $(amount)% $(attack_type attack) Damage as temporary hit-points, which are reduced by $(percent_per_second time_limit)% every second'}",190,grant_attack_damage_timed_temporary_hp,,"amount,time_limit,str attack",[]
{'desc': 'Instantly grants all Champions $amount temporary hit-points'},191,grant_all_instant_temporary_hp_with_bonus,,"amount,int bonus_upgrade_id",[]
{'desc': 'Reduces damage done to $target by $amount (down to a minimum of $limit% of the original damage)'},192,reduce_damage_with_limit,,"amount,limit",[]
"{'desc': ""$target's Attack applies some additional effect to Enemies""}",193,add_monster_hit_effects,,"amount,[int] optional_attack_ids",[]
{'desc': 'Enemies have a $(buffed_extra_gold_chance)% chance of dropping $amount% more Gold'},194,chance_monster_extra_gold,area,"amount,chance",[]
{'desc': 'Increases the Damage taken by $target by $amount%'},195,increase_monster_damage,area,,[]
"{'desc': ""Monsters affected by $(formation_ability_owner_name id)'s $(formation_ability_name id) ability take $amount% more damage""}",196,increase_monster_damage_if_has_fa,area,"amount,int id",{'amount_func': 'if_monster_has_fa'}
[],197,heal_all_to_percent,global,,[]
{'desc': 'Gems dropped by Bosses +$amount'},200,increase_boss_gems,global,,[]
{'desc': 'Distractions drop $amount% more Gold'},201,distraction_gold_mult,area,,[]
"{'desc': ""Decreases the speed of $target's Base Attack timer by $amount% for their next $(attacks_remaining)""}",203,base_attack_speed_decrease_next_attack,,,{'negative': True}
{'desc': 'Increases the damage done by $(attack_name attack_id) by $amount%'},204,buff_attack_damage,,"amount,int attack_id",[]
"{'desc': 'Increases the DPS of $target by $amount%, minus $reduce% for every $every_years years old they are above age $(start_years) (to a minimum of $min%)'}",205,hero_dps_multiplier_reduced_by_age,,"amount,reduce,start_years,every_years,min","{'amount_func': 'decrease_by_age', 'bonus_display_per_hero': True}"
{'desc': '$target $(pluralize_verb take) $amount% less damage from Melee Attacks'},206,damage_reduction_melee,,,{'negative': True}
{'desc': '$target $(pluralize_verb take) $amount% less damage from Ranged Attacks'},207,damage_reduction_ranged,,,{'negative': True}
"{'desc': ""When $target is hit by a Ranged or Melee attack, $target does $amount% of $target's Base Attack damage back to the attacker""}",208,return_damage_when_hit,,,[]
"{'desc': ""Increases the speed of $target's attacks by $amount%""}",209,monster_attack_speed_increase,area,,[]
"{'desc': ""Decreases the speed of $target's attacks by $amount%""}",210,monster_attack_speed_reduce,area,,{'negative': True}
{'desc': 'Adds additional Enemy hit effects to an existing upgrade'},211,add_upgrade_monster_hit_effects,upgrade,int id,[]
{'desc': '$target takes $amount% more damage if they are affected by effect id $effect_id'},212,increase_monster_damage_if_affected_by,area,"amount,int effect_id",[]
"{'desc': ""$target's Attack now does $amount% AOE damage""}",213,add_attack_aoe_targets,hero,"amount,radius,[int] optional_attack_ids",[]
"{'desc': ""If $target's Base Attack cooldown is $seconds_comparison_description, their Base Attack cooldown is reduced by $(seconds_plural amount)""}",214,reduce_attack_cooldown_if,,"amount,str comparison,check,[int] optional_attack_ids",{'amount_func': 'if_attack_base_cooldown'}
"{'desc': ""If $target's Base Attack cooldown is $seconds_comparison_description, their Base Attack cooldown is increased by $(seconds_plural amount)""}",215,increase_attack_cooldown_if,,"amount,str comparison,check,[int] optional_attack_ids","{'amount_func': 'if_attack_base_cooldown', 'negative': True}"
{'desc': 'Decreases the health of all Undead Monsters by $amount%'},216,monster_health_decrease_by_tag,area,"amount,str tag",{'negative': True}
{'desc': 'Increases the amount of Favor gained from resetting in Event Campaigns by $amount%'},217,bonus_event_favor_earned_from_reset,global,,{'amount_func': 'if_event_campaign'}
{'desc': 'Increases the chance of a Boss Chest upgrading to a Gold Chest by $amount%'},218,boss_gold_chest_chance,global,amount,[]
{'desc': '$target takes $amount% of their Max Health in Damage every second'},219,percent_damage_per_second,,,{'note': 'hero version'}
"{'desc': 'In $weather, $target takes $amount% of their Max Health in Damage every second'}",220,weather_percent_damage_per_second,,"amount,str weather","{'note': 'hero version, if the current area has certain weather'}"
{'desc': 'DHADIUS STACKING ATTACK'},221,dhadius_stacking_damage_buff,hero,,{'note': 'use Effect.Count to set the stacking'}
{'desc': '$target has a $amount% chance to miss their next attack'},222,next_attack_miss_chance,area,,[]
{'desc': '$target does between $min_amount% and $amount% bonus $damage_type damage'},223,bonus_damage_range,,"amount,min_amount,str damage_type",[]
"{'desc': ""Guenhwyvar stalks $target's enemies, dealing massive damage to a random enemy whenever $target attacks""}",225,guenhwyvar_stalking,,int attack_id,[]
"{'desc': ""$target's next $base_attacks_remaining attack does $amount% more Damage""}",226,next_attack_damage_multiplier,,,[]
"{'desc': ""$target's next Heal will grant temporary hit-points instead of healing""}",227,next_heal_is_bonus_health,upgrade,int id,[]
{'desc': 'Each attack on $target does $amount% of global DPS as additional Damage'},228,per_attack_additional_global_dps_percent,area,,[]
{'desc': '$target takes $amount% more damage from $(describe_tags damage_types) damage types'},229,increase_monster_damage_from,area,"amount,str damage_types",[]
{'desc': '$target takes $amount% less damage from $(describe_tags damage_types) damage types'},230,decrease_monster_damage_from,area,"amount,str damage_types",[]
{'desc': '$(upgrade_names ids) also applies to $(targets_desc_plural targets)'},231,add_target_to_upgrades,upgrade,"str targets,[int] ids",[]
{'desc': '$name Stacks: $stacks/$max_stacks'},232,do_nothing_stacking_description,,"int stacks,int max_stacks,str name",[]
{'desc': 'Blocks $amount% of Damage down to $target from killed Enemies'},233,block_monster_killed_hero_damage,,,[]
{'desc': 'Grant $amount level(s) to a random piece of loot owned by the selected Champion.'},234,level_up_loot,,,[]
"{'desc': 'Revert the specialization(s) of the selected Champion, allowing you to choose new specializations.'}",235,reset_specializations,,,[]
"{'desc': 'Upgrades a random loot item owned by a random Champion to Shiny, granting it 50% more power.'}",236,random_shiny,,,[]
"{'desc': ""Each click deals $amount seconds' worth of your global party damage.""}",237,click_damage_seconds_global_dps,global,,[]
{'desc': 'Increases the effect of $(upgrade_name upgrade_name) by $amount% on $target'},238,buff_effects_from_upgrade_fa,,"amount,int upgrade_id",[]
[],239,do_nothing,,,[]
{'desc': '$target takes $amount% more damage when it is already damaged'},240,increase_monster_damage_when_damaged,area,,[]
{'desc': '$target takes $amount% more damage when they are attacking'},241,increase_monster_damage_when_attacking,area,,[]
{'desc': '$source does $amount% bonus damage to Enemies that are already damaged'},242,bonus_damage_when_monster_damaged,,,[]
{'desc': '$source does $amount% bonus damage to Enemies that are attacking'},243,bonus_damage_when_monster_attacking,,,[]
"{'desc': 'When $target is hit with Adventure damage, they get an effect'}",244,effect_when_hit_random_crusader_damage,,,[]
{'desc': 'Instantly adds $amount health to monster id $monster_id'},245,add_monster_health,,"amount,int monster_id",[]
{'desc': 'Multiplies game speed x$mult'},246,time_scale,,mult,[]
"{'desc': 'If killed, $target gets revived at $gain_percent% health, and $source loses $lose_percent health% ($wait_time seconds cooldown)'}",247,revive_with_health_transfer,,"gain_percent,lose_percent,wait_time",[]
{'desc': '$target takes $amount% more damage when they are $percent_to_party% of the way to reaching your formation'},248,increase_monster_damage_percent_to_party,area,"amount,percent_to_party","{'amount_func': 'percent_to_party', 'off_when_benched': True}"
{'desc': 'Increases the Damage of all Champions by $amount% for every dead Champion in the formation'},249,global_dps_multiplier_per_dead_champion_additive,global,,"{'bonus_display': True, 'amount_func': 'per_dead_champion'}"
"{'desc': ""Decreases $target's Base Attack timer by $(seconds_plural amount) if the formation is under attack""}",250,reduce_attack_cooldown_if_formation_under_attack,,"amount,[int] optional_attack_ids",{'amount_func': 'if_formation_under_attack'}
"{'desc': ""Increases the cooldown on $target's Base Attack by $(seconds_plural amount)""}",251,increase_attack_cooldown,,"amount,[int] optional_attack_ids",{'negative': True}
{'desc': 'Strix does her ultimate'},253,strix_ultimate,,,[]
{'desc': 'Prevent the spawn_monster_timer game change from activating'},254,block_spawn_monster_timer,area,,[]
{'desc': 'Increases the damage of $target by $amount%'},255,hero_dps_multiplier_if_attack,,"amount,[int] attack_ids",{'amount_func': 'if_has_attack'}
"{'desc': ""$target's Attack now does $amount% AOE damage, every $every_num_attacks attacks""}",256,add_attack_aoe_targets_every,,"amount,radius,int every_num_attacks,[int] optional_attack_ids",[]
"{'desc': ""$target's Attack does $amount% more damage, every $every_num_attacks attacks""}",257,bonus_damage_every,,"amount,int every_num_attacks,[int] optional_attack_ids",
"{'desc': ""If $target's Attack stuns any enemies, decreases $target's cooldown by $cooldown seconds and increases the Damage by $amount% per enemy for the next attack (up to $limit% damage buff)""}",258,stun_does_cooldown_and_damage_mult,,"amount,limit,cooldown,[int] optional_attack_ids",[]
"{'desc': ""Reduces the cooldown on $target's next Base Attack by $(seconds_plural amount)""}",259,next_attack_reduce_cooldown,,"amount,[int] optional_attack_ids",[]
"{'desc': ""$target's Base Attack has a $amount% chance to stun hit enemies for $duration seconds""}",260,add_attack_stun,,"chance,duration,int graphic,[int] optional_attack_ids",[]
"{'desc': ""When $target's Base Attack hits a single enemy, they attack them again with $amount% more damage""}",261,single_hit_attacks_again,,"amount,[int] optional_attack_ids",[]
"{'desc': ""Increases the radius of AOE effects on $target's Base Attack by $amount%""}",262,increase_aoe_radius,,"amount,[int] optional_attack_ids",[]
"{'desc': ""Increases the duration of Stun effects on $target's Base Attack by $amount%""}",263,increase_stun_time,,"amount,[int] optional_attack_ids",[]
"{'desc': ""$target's next Base Attack does $amount% bonus damage""}",264,next_attack_bonus_damage,,"amount,[int] optional_attack_ids",[]
{'desc': '$target takes $amount% of their Max Health in unavoidable Damage'},265,damage_hero_percent,,,[]
"{'desc': ""Buffs Nrakk's Ultimate effect by $amount%""}",266,buff_nrakk_ultimate,,,[]
"{'desc': 'Starting from $start_percent% of the way from your formation, $target takes more damage the further they get from your formation, scaling up to $amount% more damage at $end_percent% distance'}",267,increase_monster_damage_percent_from_party_range,area,"amount,start_percent,end_percent","{'amount_func': 'percent_from_party', 'off_when_benched': True}"
"{'desc': '$source deals additional damage to enemies the farther they are from the formation: starting at 0% when they are $start_percent% away from the formation, up to $amount% more damage when they are at $end_percent%'}",268,bonus_damage_monster_percent_from_party_range,,"amount,start_percent,end_percent",[]
"{'desc': ""$source's attack has a $(buffed_crit_chance chance)% chance to crit for $amount% bonus damage""}",269,attack_crit_chance,,"amount,chance,[int] optional_attack_ids",[]
"{'desc': 'When $source hits an enemy, they take $amount% more damage from all Champions for $seconds seconds. During this time, if they get hit $hits times, they will be stunned for $stun_time seconds'}",270,cattibrie_mark_for_death,,"amount,seconds,hits,stun_time,graphic,stun_graphic",[]
{'desc': 'Increases the chance for $(upgrade_name id) to cause a crit by $amount%'},271,buff_crit_chance,upgrade,"amount,int id",[]
{'desc': '$target does some effect on crit'},272,add_crit_effect,,"amount,[int] optional_attack_ids",[]
{'desc': 'Champions have a $chance% chance to do a critical hit for $amount% bonus damage when attacking $target'},273,monster_crit_hit_chance,area,"amount,chance",[]
{'desc': 'Copies attack_crit_chance effects to monsters as monster_crit_hit_chance'},274,add_monster_crit_chance_from_source,area,"time,int graphic_id",[]
{'desc': '$(attack_names_and attack_ids) do double damage/hits'},275,increase_attack_effects,area,"amount,[int] attack_ids",[]
"{'desc': ""Sets the cooldown on $target's Ultimate Attack to $time seconds""}",276,ultimate_cooldown_override,,time,[]
{'desc': 'Increases the damage done by $target by $amount%'},277,monster_damage_increase,area,,[]
{'desc': 'Increases the health of $target by $amount%'},278,monster_health_increase_dynamic,area,,[]
{'desc': 'Increaes the effect of $(upgrade_name id) by $amount% for each enemy attacking $source'},279,buff_upgrade_per_attacking_monster,upgrade,"amount,int id","{'bonus_display': True, 'amount_func': 'attacking_monsters'}"
"{'desc': 'When $target is effectively healed by an ally, they get some effects'}",280,add_ally_effective_heal_effects,,amount,[]
"{'desc': 'When $target is attacked by an enemy, they grant some effects to $source'}",281,add_hit_effect_to_source,,amount,[]
{'desc': '$(describe_tags tag) Enemies have $amount% more health'},282,monster_with_tag_health_increase,area,"amount,str tag",[]
{'desc': 'Increases the damage of $target based on their $(stat_name stat) stat modifier: $amount% increase for every +1 in their modifier'},283,hero_dps_multiplier_inc_per_stat_modifier,,"amount,str stat","{'bonus_display': True, 'amount_func': 'per_stat_modifier'}"
{'desc': 'Decreases the damage of $target based on their $(stat_name stat) stat modifier: $amount% decrease for every -1 in their modifier'},284,hero_dps_multiplier_dec_per_stat_modifier,,"amount,str stat","{'bonus_display': True, 'amount_func': 'per_stat_modifier_neg', 'negative': True}"
"{'old_desc': '$target has a $(binwin_odds_buff base_odds)% chance to immediately attack another enemy with $amount% damage bonus after attacking, but adding $cooldown_added seconds to their next attack cooldown (can chain, with odds being reduced by $reduce_odds%, and damage increasing by $amount% for each chained attack)', 'desc': 'When attacking, $target has a $(binwin_odds_buff base_odds)% chance to immediately attack another enemy for $amount% more damage, but adding $cooldown_added seconds to their next attack cooldown (this can trigger multiple times, with the chance being reduced by $reduce_odds% and damage being further increased by $amount% for each extra attack)'}",285,binwin_multi_attack,,"amount,base_odds,cooldown_added,reduce_odds,int winded_graphic_id",[]
{'desc': '$target does $(as_multiplier amount) more hits to enemies with Hit- and Armor-based health'},286,increase_num_unique_hits,,,[]
"{'desc': ""Increases $target's chance to do Extra Attacks by $amount%""}",287,buff_binwin_multi_attack_chance,,,[]
